"STATION","NAME","DATE","AWND","TAVG","TMAX","TMIN"
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-07-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-07-24",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-07-25",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-07-26",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-07-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-07-28",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-07-29",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-07-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-07-31",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-01",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-02",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-03",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-04",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-05",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-06",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-07",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-08",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-09",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-10",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-11",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-17",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-18",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-19",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-21",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-22",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-23",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-24",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-25",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-26",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-28",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-29",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-08-31",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-01",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-02",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-03",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-04",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-05",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-06",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-07",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-08",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-09",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-10",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-11",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-17",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-18",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-19",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-20",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-21",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-22",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-23",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-24",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-25",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-26",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-28",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-29",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-09-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-01",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-02",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-03",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-04",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-05",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-06",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-07",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-08",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-09",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-10",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-11",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-17",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-18",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-19",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-20",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-21",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-22",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-23",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-24",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-25",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-26",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-10-28",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-05",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-07",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-17",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-18",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-25",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-11-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-12-03",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-12-04",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-12-08",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-12-10",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-12-11",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-12-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-12-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2022-12-21",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-01-09",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-01-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-01-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-01-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-03-25",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-03-26",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-03-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-04-01",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-04-09",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-04-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-04-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-04-22",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-04-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-04-28",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-04-29",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-04-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-08",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-17",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-19",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-21",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-22",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-23",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-24",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-26",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-28",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-29",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-05-31",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-01",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-02",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-03",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-04",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-05",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-17",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-18",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-19",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-20",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-21",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-22",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-23",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-24",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-25",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-26",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-28",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-29",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-06-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-01",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-02",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-03",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-04",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-05",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-06",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-07",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-08",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-09",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-10",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-11",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-17",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-18",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-19",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-20",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-21",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-22",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-29",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-07-31",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-01",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-02",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-03",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-04",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-05",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-06",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-07",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-08",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-09",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-11",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-17",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-18",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-19",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-20",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-21",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-22",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-23",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-24",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-25",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-26",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-28",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-29",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-08-31",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-01",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-02",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-03",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-04",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-05",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-06",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-07",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-08",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-09",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-10",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-11",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-14",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-15",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-16",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-17",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-18",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-19",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-20",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-21",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-22",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-23",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-24",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-25",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-26",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-27",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-28",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-29",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-09-30",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-01",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-02",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-03",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-04",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-05",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-06",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-07",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-08",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-09",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-10",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-11",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-12",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-13",,,,
"US1GACB0068","SMYRNA 0.2 ESE, GA US","2023-10-14",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2019-06-26",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-07-24",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-07-25",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-07-26",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-07-27",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-07-28",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-07-29",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-07-30",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-07-31",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-01",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-02",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-03",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-04",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-05",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-06",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-07",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-08",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-09",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-10",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-11",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-12",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-13",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-14",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-15",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-16",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-17",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-18",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-19",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-20",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-21",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-22",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-23",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-24",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-25",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-26",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-27",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-28",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-29",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-30",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-08-31",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-01",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-02",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-03",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-04",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-05",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-06",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-07",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-08",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-09",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-10",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-11",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-13",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-14",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-15",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-16",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-17",,,,
"US1GAGW0062","TUCKER 2.3 NNE, GA US","2020-09-18",,,,
